invoice_id,subscription_id,customer_id,invoice_date,invoice_month,amount_due,amount_paid,payment_status,plan_name
INV000162,SUB00015,CUST0015,2024-03-01,2024-03,868.78,868.78,Paid,Business
INV000163,SUB00015,CUST0015,2024-04-01,2024-04,868.78,868.78,Paid,Business
INV000164,SUB00015,CUST0015,2024-05-01,2024-05,868.78,868.78,Paid,Business
INV000165,SUB00015,CUST0015,2024-06-01,2024-06,868.78,868.78,Paid,Business
INV000166,SUB00015,CUST0015,2024-07-01,2024-07,868.78,868.78,Paid,Business
INV000167,SUB00015,CUST0015,2024-08-01,2024-08,868.78,868.78,Paid,Business
INV000168,SUB00015,CUST0015,2024-09-01,2024-09,868.78,868.78,Paid,Business
INV000169,SUB00015,CUST0015,2024-10-01,2024-10,868.78,868.78,Late,Business
INV000170,SUB00015,CUST0015,2024-11-01,2024-11,868.78,868.78,Paid,Business
INV000171,SUB00015,CUST0015,2024-12-01,2024-12,868.78,868.78,Late,Business
INV000172,SUB00016,CUST0016,2023-06-01,2023-06,1758.22,1758.22,Paid,Enterprise
INV000173,SUB00016,CUST0016,2023-07-01,2023-07,1758.22,1758.22,Paid,Enterprise
INV000174,SUB00016,CUST0016,2023-08-01,2023-08,1758.22,1758.22,Paid,Enterprise
INV000175,SUB00016,CUST0016,2023-09-01,2023-09,1758.22,1758.22,Paid,Enterprise
INV000176,SUB00016,CUST0016,2023-10-01,2023-10,1758.22,1758.22,Paid,Enterprise
INV000177,SUB00016,CUST0016,2023-11-01,2023-11,1758.22,1758.22,Paid,Enterprise
INV000178,SUB00016,CUST0016,2023-12-01,2023-12,1758.22,1758.22,Paid,Enterprise
INV000179,SUB00016,CUST0016,2024-01-01,2024-01,1758.22,1758.22,Paid,Enterprise
INV000180,SUB00016,CUST0016,2024-02-01,2024-02,1758.22,1758.22,Paid,Enterprise
INV000181,SUB00016,CUST0016,2024-03-01,2024-03,1758.22,1758.22,Paid,Enterprise
INV000182,SUB00016,CUST0016,2024-04-01,2024-04,1758.22,1758.22,Paid,Enterprise
INV000183,SUB00016,CUST0016,2024-05-01,2024-05,1758.22,1758.22,Paid,Enterprise
INV000184,SUB00016,CUST0016,2024-06-01,2024-06,1758.22,1758.22,Paid,Enterprise
INV000185,SUB00016,CUST0016,2024-07-01,2024-07,1758.22,1758.22,Paid,Enterprise
INV000186,SUB00016,CUST0016,2024-08-01,2024-08,1758.22,1758.22,Paid,Enterprise
INV000187,SUB00016,CUST0016,2024-09-01,2024-09,1758.22,1758.22,Paid,Enterprise
INV000188,SUB00016,CUST0016,2024-10-01,2024-10,1758.22,1758.22,Paid,Enterprise
INV000189,SUB00016,CUST0016,2024-11-01,2024-11,1758.22,1758.22,Paid,Enterprise
INV000190,SUB00016,CUST0016,2024-12-01,2024-12,1758.22,1758.22,Paid,Enterprise
INV000191,SUB00017,CUST0017,2023-07-01,2023-07,1719.7,1719.7,Paid,Enterprise
INV000192,SUB00017,CUST0017,2023-08-01,2023-08,1719.7,1719.7,Paid,Enterprise
INV000193,SUB00017,CUST0017,2023-09-01,2023-09,1719.7,1719.7,Paid,Enterprise
INV000194,SUB00017,CUST0017,2023-10-01,2023-10,1719.7,1719.7,Paid,Enterprise
INV000195,SUB00017,CUST0017,2023-11-01,2023-11,1719.7,1719.7,Paid,Enterprise
INV000196,SUB00017,CUST0017,2023-12-01,2023-12,1719.7,1719.7,Paid,Enterprise
INV000197,SUB00017,CUST0017,2024-01-01,2024-01,1719.7,1719.7,Paid,Enterprise
INV000198,SUB00017,CUST0017,2024-02-01,2024-02,1719.7,1719.7,Paid,Enterprise
INV000199,SUB00017,CUST0017,2024-03-01,2024-03,1719.7,0.0,Failed,Enterprise
INV000200,SUB00017,CUST0017,2024-04-01,2024-04,1719.7,1719.7,Paid,Enterprise
INV000201,SUB00017,CUST0017,2024-05-01,2024-05,1719.7,1719.7,Paid,Enterprise
INV000202,SUB00017,CUST0017,2024-06-01,2024-06,1719.7,1719.7,Paid,Enterprise
INV000203,SUB00018,CUST0018,2023-12-01,2023-12,98.1,98.1,Paid,Starter
INV000204,SUB00018,CUST0018,2024-01-01,2024-01,98.1,98.1,Paid,Starter
INV000205,SUB00018,CUST0018,2024-02-01,2024-02,98.1,98.1,Paid,Starter
INV000206,SUB00018,CUST0018,2024-03-01,2024-03,98.1,98.1,Paid,Starter
INV000207,SUB00018,CUST0018,2024-04-01,2024-04,98.1,98.1,Paid,Starter
INV000208,SUB00018,CUST0018,2024-05-01,2024-05,98.1,98.1,Paid,Starter
INV000209,SUB00018,CUST0018,2024-06-01,2024-06,98.1,98.1,Paid,Starter
INV000210,SUB00018,CUST0018,2024-07-01,2024-07,98.1,98.1,Paid,Starter
INV000211,SUB00018,CUST0018,2024-08-01,2024-08,98.1,98.1,Paid,Starter
INV000212,SUB00018,CUST0018,2024-09-01,2024-09,98.1,98.1,Paid,Starter
INV000213,SUB00018,CUST0018,2024-10-01,2024-10,98.1,98.1,Paid,Starter
INV000214,SUB00018,CUST0018,2024-11-01,2024-11,98.1,98.1,Late,Starter
INV000215,SUB00018,CUST0018,2024-12-01,2024-12,98.1,98.1,Paid,Starter
INV000216,SUB00019,CUST0019,2023-07-01,2023-07,285.42,285.42,Paid,Growth
INV000217,SUB00019,CUST0019,2023-08-01,2023-08,285.42,285.42,Paid,Growth
INV000218,SUB00019,CUST0019,2023-09-01,2023-09,285.42,285.42,Late,Growth
INV000219,SUB00019,CUST0019,2023-10-01,2023-10,285.42,285.42,Paid,Growth
INV000220,SUB00019,CUST0019,2023-11-01,2023-11,285.42,285.42,Paid,Growth
INV000221,SUB00019,CUST0019,2023-12-01,2023-12,285.42,285.42,Paid,Growth
INV000222,SUB00019,CUST0019,2024-01-01,2024-01,285.42,285.42,Paid,Growth
INV000223,SUB00019,CUST0019,2024-02-01,2024-02,285.42,285.42,Paid,Growth
INV000224,SUB00019,CUST0019,2024-03-01,2024-03,285.42,285.42,Paid,Growth
INV000225,SUB00019,CUST0019,2024-04-01,2024-04,285.42,285.42,Paid,Growth
INV000226,SUB00019,CUST0019,2024-05-01,2024-05,285.42,285.42,Paid,Growth
INV000227,SUB00019,CUST0019,2024-06-01,2024-06,285.42,285.42,Paid,Growth
INV000228,SUB00019,CUST0019,2024-07-01,2024-07,285.42,285.42,Paid,Growth
INV000229,SUB00019,CUST0019,2024-08-01,2024-08,285.42,285.42,Paid,Growth
INV000230,SUB00019,CUST0019,2024-09-01,2024-09,285.42,285.42,Paid,Growth
INV000231,SUB00019,CUST0019,2024-10-01,2024-10,285.42,285.42,Paid,Growth
INV000232,SUB00019,CUST0019,2024-11-01,2024-11,285.42,285.42,Paid,Growth
INV000233,SUB00019,CUST0019,2024-12-01,2024-12,285.42,285.42,Paid,Growth
INV000234,SUB00020,CUST0020,2024-03-01,2024-03,649.22,649.22,Paid,Business
INV000235,SUB00020,CUST0020,2024-04-01,2024-04,649.22,649.22,Paid,Business
INV000236,SUB00020,CUST0020,2024-05-01,2024-05,649.22,649.22,Paid,Business
INV000237,SUB00020,CUST0020,2024-06-01,2024-06,649.22,649.22,Paid,Business
INV000238,SUB00020,CUST0020,2024-07-01,2024-07,649.22,649.22,Paid,Business
INV000239,SUB00020,CUST0020,2024-08-01,2024-08,649.22,649.22,Paid,Business
INV000240,SUB00021,CUST0021,2024-09-01,2024-09,106.05,106.05,Paid,Starter
INV000241,SUB00021,CUST0021,2024-10-01,2024-10,106.05,106.05,Paid,Starter
INV000242,SUB00021,CUST0021,2024-11-01,2024-11,106.05,106.05,Paid,Starter
INV000243,SUB00021,CUST0021,2024-12-01,2024-12,106.05,106.05,Paid,Starter
INV000244,SUB00022,CUST0022,2023-06-01,2023-06,280.15,280.15,Paid,Growth
INV000245,SUB00022,CUST0022,2023-07-01,2023-07,280.15,280.15,Paid,Growth
INV000246,SUB00022,CUST0022,2023-08-01,2023-08,280.15,280.15,Paid,Growth
INV000247,SUB00022,CUST0022,2023-09-01,2023-09,280.15,280.15,Paid,Growth
INV000248,SUB00022,CUST0022,2023-10-01,2023-10,280.15,0.0,Failed,Growth
INV000249,SUB00022,CUST0022,2023-11-01,2023-11,280.15,280.15,Paid,Growth
INV000250,SUB00022,CUST0022,2023-12-01,2023-12,280.15,280.15,Paid,Growth
INV000251,SUB00022,CUST0022,2024-01-01,2024-01,280.15,280.15,Paid,Growth
INV000252,SUB00022,CUST0022,2024-02-01,2024-02,280.15,280.15,Paid,Growth
INV000253,SUB00022,CUST0022,2024-03-01,2024-03,280.15,280.15,Paid,Growth
INV000254,SUB00022,CUST0022,2024-04-01,2024-04,280.15,280.15,Paid,Growth
INV000255,SUB00022,CUST0022,2024-05-01,2024-05,280.15,280.15,Late,Growth
INV000256,SUB00022,CUST0022,2024-06-01,2024-06,280.15,280.15,Paid,Growth
INV000257,SUB00022,CUST0022,2024-07-01,2024-07,280.15,280.15,Paid,Growth
INV000258,SUB00023,CUST0023,2024-05-01,2024-05,97.95,97.95,Paid,Starter
INV000259,SUB00023,CUST0023,2024-06-01,2024-06,97.95,97.95,Paid,Starter
INV000260,SUB00023,CUST0023,2024-07-01,2024-07,97.95,97.95,Paid,Starter
INV000261,SUB00023,CUST0023,2024-08-01,2024-08,97.95,97.95,Paid,Starter
INV000262,SUB00023,CUST0023,2024-09-01,2024-09,97.95,97.95,Paid,Starter
INV000263,SUB00023,CUST0023,2024-10-01,2024-10,97.95,97.95,Paid,Starter
INV000264,SUB00023,CUST0023,2024-11-01,2024-11,97.95,97.95,Paid,Starter
INV000265,SUB00023,CUST0023,2024-12-01,2024-12,97.95,97.95,Paid,Starter
INV000266,SUB00024,CUST0024,2024-11-01,2024-11,96.22,96.22,Paid,Starter
INV000267,SUB00024,CUST0024,2024-12-01,2024-12,96.22,96.22,Paid,Starter
INV000268,SUB00025,CUST0025,2024-03-01,2024-03,324.3,324.3,Paid,Growth
INV000269,SUB00025,CUST0025,2024-04-01,2024-04,324.3,324.3,Paid,Growth
INV000270,SUB00025,CUST0025,2024-05-01,2024-05,324.3,324.3,Paid,Growth
INV000271,SUB00025,CUST0025,2024-06-01,2024-06,324.3,324.3,Paid,Growth
INV000272,SUB00025,CUST0025,2024-07-01,2024-07,324.3,324.3,Paid,Growth
INV000273,SUB00025,CUST0025,2024-08-01,2024-08,324.3,324.3,Paid,Growth
INV000274,SUB00025,CUST0025,2024-09-01,2024-09,324.3,324.3,Paid,Growth
INV000275,SUB00025,CUST0025,2024-10-01,2024-10,324.3,0.0,Failed,Growth
INV000276,SUB00025,CUST0025,2024-11-01,2024-11,324.3,324.3,Paid,Growth
INV000277,SUB00025,CUST0025,2024-12-01,2024-12,324.3,324.3,Paid,Growth
INV000278,SUB00026,CUST0026,2024-09-01,2024-09,1946.04,1946.04,Paid,Enterprise
INV000279,SUB00026,CUST0026,2024-10-01,2024-10,1946.04,1946.04,Paid,Enterprise
INV000280,SUB00026,CUST0026,2024-11-01,2024-11,1946.04,1946.04,Paid,Enterprise
INV000281,SUB00026,CUST0026,2024-12-01,2024-12,1946.04,1946.04,Paid,Enterprise
INV000282,SUB00027,CUST0027,2023-08-01,2023-08,1656.21,1656.21,Paid,Enterprise
INV000283,SUB00027,CUST0027,2023-09-01,2023-09,1656.21,1656.21,Paid,Enterprise
INV000284,SUB00027,CUST0027,2023-10-01,2023-10,1656.21,1656.21,Paid,Enterprise
INV000285,SUB00027,CUST0027,2023-11-01,2023-11,1656.21,1656.21,Paid,Enterprise
INV000286,SUB00027,CUST0027,2023-12-01,2023-12,1656.21,1656.21,Paid,Enterprise
INV000287,SUB00027,CUST0027,2024-01-01,2024-01,1656.21,1656.21,Late,Enterprise
INV000288,SUB00027,CUST0027,2024-02-01,2024-02,1656.21,1656.21,Paid,Enterprise
INV000289,SUB00027,CUST0027,2024-03-01,2024-03,1656.21,1656.21,Paid,Enterprise
INV000290,SUB00027,CUST0027,2024-04-01,2024-04,1656.21,1656.21,Paid,Enterprise
INV000291,SUB00027,CUST0027,2024-05-01,2024-05,1656.21,1656.21,Paid,Enterprise
INV000292,SUB00027,CUST0027,2024-06-01,2024-06,1656.21,1656.21,Paid,Enterprise
INV000293,SUB00027,CUST0027,2024-07-01,2024-07,1656.21,1656.21,Paid,Enterprise
INV000294,SUB00027,CUST0027,2024-08-01,2024-08,1656.21,1656.21,Paid,Enterprise
INV000295,SUB00027,CUST0027,2024-09-01,2024-09,1656.21,1656.21,Paid,Enterprise
INV000296,SUB00027,CUST0027,2024-10-01,2024-10,1656.21,1656.21,Paid,Enterprise
INV000297,SUB00027,CUST0027,2024-11-01,2024-11,1656.21,1656.21,Paid,Enterprise
INV000298,SUB00027,CUST0027,2024-12-01,2024-12,1656.21,1656.21,Paid,Enterprise
INV000299,SUB00028,CUST0028,2024-04-01,2024-04,840.85,840.85,Paid,Business
INV000300,SUB00028,CUST0028,2024-05-01,2024-05,840.85,840.85,Paid,Business
INV000301,SUB00028,CUST0028,2024-06-01,2024-06,840.85,840.85,Paid,Business
INV000302,SUB00028,CUST0028,2024-07-01,2024-07,840.85,840.85,Paid,Business
INV000303,SUB00028,CUST0028,2024-08-01,2024-08,840.85,840.85,Paid,Business
INV000304,SUB00028,CUST0028,2024-09-01,2024-09,840.85,840.85,Paid,Business
INV000305,SUB00028,CUST0028,2024-10-01,2024-10,840.85,840.85,Paid,Business
INV000306,SUB00028,CUST0028,2024-11-01,2024-11,840.85,840.85,Paid,Business
